路径,测试名称,描述,步骤描述,预期结果,优先级
合并测试阶段/绑定和关联/绑定/入口与方向校验/案例右键显示,资源管理器右键测试案例下的 .csv 显示「绑定测试要点」,case-to-points 方向：源为 .csv/.yaml/.yml/.json 且位于 测试任务/<任务>/测试案例/ 下时，显示「绑定测试要点」菜单。,"步骤1:
定位「测试任务/任务A/测试案例/登录案例.csv」
步骤2:
右键该文件
步骤3:
点击「绑定测试要点」","【业务功能检查】
- 出现「绑定测试要点」菜单项
- 打开对话框方向为 case-to-points
- 候选为同任务测试大纲下的 .md/.xmind",高
合并测试阶段/绑定和关联/绑定/入口与方向校验/案例多扩展名,测试案例目录下的 .yaml、.yml、.json 右键均显示「绑定测试要点」,inferDirection 允许的案例扩展名集合为 .csv/.yaml/.yml/.json，需验证四种扩展名右键均生效。,"步骤1:
分别在测试案例目录下右键 案例A.yaml、案例B.yml、案例C.json
步骤2:
逐一观察菜单
步骤3:
点击「绑定测试要点」","【业务功能检查】
- 三种扩展名右键均出现「绑定测试要点」
- 均能打开 case-to-points 对话框
- 候选列表包含测试大纲下的要点文件",中
合并测试阶段/绑定和关联/绑定/入口与方向校验/非任务目录拦截,不在「测试任务<子任务>」结构下的文件右键绑定被拦截并提示,inferDirection 与 BindDialogProvider.open 均校验必须位于 测试任务/<子任务>/ 目录结构下，否则 showToast warning 且不打开对话框。,"步骤1:
在任意非测试任务目录（如工作区根 /tmp）下创建文件并右键
步骤2:
点击「绑定测试案例」或「绑定测试要点」
步骤3:
观察提示","【业务功能检查】
- 弹出 warning：当前文件不在 ""测试任务/<子任务>"" 目录结构下
- 不打开绑定对话框
- 埋点 bindDialog.abort reason=notInTaskDir",中
合并测试阶段/绑定和关联/绑定/入口与方向校验/方向错配拦截,要点文件点击「绑定测试要点」方向错配被拦截,当用户在测试大纲的 .md 上错误地触发 case-to-points（或测试案例的 .csv 上触发 point-to-cases）时，方向校验失败并提示正确目录。,"步骤1:
在测试大纲下右键 .md，选择非预期的「绑定测试要点」入口
步骤2:
或在测试案例下右键 .csv，选择「绑定测试案例」
步骤3:
观察提示","【业务功能检查】
- 要点侧提示「""绑定测试案例""只能用于 测试大纲 目录下的文件」
- 案例侧提示「""绑定测试要点""只能用于 测试案例 目录下的文件」
- 均不打开对话框",中
合并测试阶段/绑定和关联/绑定/入口与方向校验/命令面板入口,命令面板可执行「绑定测试案例」「绑定测试要点」命令并打开对话框,extension.ts 注册 testcaseViewer.bindCases / bindPoints 命令（可见命令面板）。无右键 uri 时回退到当前活动编辑器文件推断方向。,"步骤1:
打开测试大纲下的 要点.md
步骤2:
命令面板执行「绑定测试案例」
步骤3:
对话框打开后核对候选","【业务功能检查】
- 命令面板可检索到绑定命令
- 以活动文件为源打开对话框
- 方向由源文件类型正确推断",中
合并测试阶段/绑定和关联/绑定/绑定对话框/候选扫描,打开对话框扫描同任务下全部候选案例文件,BindDialogProvider.open → scanCandidateFilesAsync：在 测试任务/<任务>/测试案例 递归扫描 .csv/.yaml/.yml/.json（跳过以 . 开头的目录）。,"步骤1:
右键测试大纲下的 要点.md，点击绑定测试案例
步骤2:
等待对话框加载（异步扫描不阻塞）
步骤3:
查看候选列表","【业务功能检查】
- 候选列出同任务测试案例目录下所有支持扩展名的文件
- 候选按相对路径排序（zh-CN）
- 加载期间显示 loading，不假死",高
合并测试阶段/绑定和关联/绑定/绑定对话框/要点候选,打开「绑定测试要点」对话框扫描同任务下候选要点文件,case-to-points 方向下，候选扫描目标目录为 测试大纲，扩展名限定 .md/.xmind。,"步骤1:
右键测试案例下的 案例.csv，点击绑定测试要点
步骤2:
查看候选列表","【业务功能检查】
- 候选列出同任务测试大纲下 .md/.xmind
- 不含测试案例目录内的文件",高
合并测试阶段/绑定和关联/绑定/绑定对话框/已绑定标记,候选正确标记「已与当前源绑定」状态,buildPayload 通过 getBoundCasesOfPoint / getBoundPointsOfCase 计算 boundRelSet，标记 boundToSource=true 的候选。,"步骤1:
预先将该要点与一个案例绑定
步骤2:
重新打开绑定对话框
步骤3:
观察该案例候选状态","【业务功能检查】
- 已绑定的案例在候选中标记为已绑定
- 已绑定项默认勾选/高亮
- 其余为未绑定",高
合并测试阶段/绑定和关联/绑定/绑定对话框/被占用标记,候选被其他要点占用时标记不可选并展示占用者,buildCaseOccupancyMap / buildPointOccupancyMap 构建占用表；若候选的 owner ≠ 当前源，则 boundToOthers=true，UI 禁止选择并展示 owner 相对路径。,"步骤1:
将 案例A.csv 已绑定给 要点X
步骤2:
右键 要点Y 打开绑定对话框
步骤3:
观察 案例A 候选","【业务功能检查】
- 案例A 显示「已被其他要点绑定」且不可选
- tooltip 展示占用者相对路径（要点X）
- 不会因误选破坏 1:1 占用",高
合并测试阶段/绑定和关联/绑定/绑定对话框/一对一约束,选择多个候选保存时被拒绝并保持 1:1,对话框 save 消息中若 selectedAbsPaths.length > 1，立即向 webview 回传 saveError 提示 1:1，不调用底层写入。,"步骤1:
打开绑定对话框（point-to-cases）
步骤2:
勾选两个不同案例
步骤3:
点击保存","【业务功能检查】
- 弹窗提示「测试要点与测试案例为 1:1 关系，最多只能绑定 1 个测试案例」
- 绑定库未变更
- 对话框不关闭，可继续操作",高
合并测试阶段/绑定和关联/绑定/绑定对话框/占用拒绝写入,目标案例已被其他要点占用时 setPointCases 抛错拒绝,pointCaseBindingStore.setPointCases：对传入的每个 caseRel，若被其他 point（≠当前 rel）占用，则抛错「该测试案例已被其他测试要点绑定」。,"步骤1:
案例A 已绑定 要点X
步骤2:
在 要点Y 对话框中选择 案例A 并保存
步骤3:
观察结果","【业务功能检查】
- 保存失败，弹窗显示拒绝原因
- 绑定库不变更
- 埋点 bindDialog.save.error",高
合并测试阶段/绑定和关联/绑定/绑定对话框/要点已绑其他案例,目标要点已绑定其他案例时 setCasePoints 抛错拒绝,setCasePoints：若目标 point 已绑定非空 case（且不是当前 caseRel），抛错「该测试要点已绑定其他测试案例」，保持 1:1。,"步骤1:
要点X 已绑定 案例A
步骤2:
在 案例B 对话框中选择 要点X 并保存
步骤3:
观察结果","【业务功能检查】
- 保存失败并提示要点已绑定其他案例
- 绑定库不变更
- 不影响原 要点X↔案例A 关系",高
合并测试阶段/绑定和关联/绑定/绑定对话框/取消关闭,点击取消或关闭对话框不写入任何绑定,对话框 webview 发送 cancel 消息 → panel.dispose()；绑定库不受影响。,"步骤1:
打开绑定对话框并勾选一个候选
步骤2:
点击「取消」按钮（或关闭面板）
步骤3:
检查绑定库","【业务功能检查】
- 无写入发生
- 原绑定关系保持不变
- 埋点 bindDialog.cancel",中
合并测试阶段/绑定和关联/绑定/绑定对话框/空态提示,目标目录无任何候选时显示空态并可打开目录,scanCandidateFilesAsync 返回空列表时，对话框展示空态提示并提供「打开目录」按钮（openTargetDir 消息 → revealInExplorer）。,"步骤1:
在测试案例目录为空的情况下打开绑定测试案例对话框
步骤2:
观察空态文案
步骤3:
点击「打开目录」","【业务功能检查】
- 显示「暂无候选案例」类空态提示
- 点击打开目录可在资源管理器定位到测试案例目录
- 不报错",中
合并测试阶段/绑定和关联/绑定/绑定对话框/保存后刷新,绑定保存成功后自动刷新装饰器与状态栏,save 成功后回传 affectedPaths（源+新对端+旧对端）给 refreshDecorations，并 showToast 提示「已绑定 1 个测试案例」，随后 300ms 关闭面板。,"步骤1:
在对话框中选择一个未占用案例并保存
步骤2:
观察提示与面板
步骤3:
查看资源管理器中两文件的 🔗 装饰","【业务功能检查】
- 提示「已绑定 1 个测试案例」
- 源文件与对端文件均出现 🔗 徽标
- 状态栏出现跳转按钮（无需切换编辑器）",高
合并测试阶段/绑定和关联/绑定/绑定对话框/解除绑定,选择 0 个候选保存即解除原绑定,setPointCases/setCasePoints 传入空数组 → 覆盖式清空该源的所有绑定（等价 unbind）。,"步骤1:
预先将要点与一个案例绑定
步骤2:
重新打开对话框，取消勾选并保存（选 0 个）
步骤3:
检查绑定库与装饰","【业务功能检查】
- 提示「已解除绑定」
- 绑定库中该源记录被移除
- 双方 🔗 徽标消失",高
合并测试阶段/绑定和关联/绑定/持久化存储/落库结构,绑定关系写入 .plugin.tms.point-case-bindings.json,"pointCaseBindingStore：绑定文件位于 <workspace>/.plugin/.tms/point-case-bindings.json，结构 { version:1, bindings:[{point,cases,updatedAt}] }。","步骤1:
绑定一个要点与案例
步骤2:
打开 point-case-bindings.json
步骤3:
查看结构","【业务功能检查】
- 文件存在于 .plugin/.tms/ 下
- version=1，bindings 为数组
- 每条记录含 point、cases（数组）、updatedAt",高
合并测试阶段/绑定和关联/绑定/持久化存储/相对路径存储,绑定路径以相对工作区根的 POSIX 路径存储（跨平台稳定）,toRelPath 将绝对路径转相对根 POSIX 路径写入；toAbsPath 反向还原，避免 Windows 反斜杠差异。,"步骤1:
在不同工作区结构下分别绑定
步骤2:
查看 json 中 point / cases 字段","【业务功能检查】
- point、cases 均为相对工作区根的 POSIX 路径（用 / 分隔）
- 不写入绝对路径或反斜杠
- 重新读取能正确还原为绝对路径",中
合并测试阶段/绑定和关联/绑定/持久化存储/覆盖式绑定,重新绑定某要点覆盖其旧案例绑定,setPointCases 为覆盖式：对同一 point，新 cases 替换旧 cases（而非追加），实现重绑语义。,"步骤1:
要点X 绑定 案例A
步骤2:
再绑定 要点X → 案例B（仍选 1 个）
步骤3:
检查绑定库","【业务功能检查】
- 要点X 的 cases 变为 [案例B]
- 不再包含 案例A
- 案例A 的占用被释放",高
合并测试阶段/绑定和关联/绑定/持久化存储/占用校验拒绝,持久化层拒绝造成 1:1 占用的写入,setPointCases/setCasePoints 内部均做占用校验；尝试把已被占用的对端绑给新源时抛错。,"步骤1:
案例A 已绑定 要点X
步骤2:
调用 setPointCases(要点Y, [案例A])
步骤3:
捕获异常","【业务功能检查】
- 抛出占用冲突错误（指向占用者）
- 绑定库不被部分写入破坏",高
合并测试阶段/绑定和关联/绑定/持久化存储/双向查询,getBoundCasesOfPoint 与 getBoundPointsOfCase 双向查询正确,getBoundCasesOfPoint 返回要点绑定的案例绝对路径数组；getBoundPointsOfCase 反向遍历 bindings 返回包含该案例的要点。,"步骤1:
绑定 要点X ↔ 案例A
步骤2:
分别调用 getBoundCasesOfPoint(要点X)、getBoundPointsOfCase(案例A)
步骤3:
核对返回","【业务功能检查】
- 两查询分别返回对应绝对路径
- 1:1 下各返回唯一一项
- 未绑定方返回空数组",高
